XCoord,YCoord,FID,ID,UNIQUEID,ADDRESS,SUFFIX,STREET,ONSTR,FROMSTR,TOSTR,SIDE,SITE,SPP,DBH,CULTIVAR,CONDITION,INSPECT,MT,MT2,TTYPE,MEMTREE,DISEASEDEF,STRUTDEFEC,LOCTYPE,SITECAT,HOOD,LOCATION,JURISDIC,TSIP,GRATESZ,GUARDSZ,INV_DATE,INV_TIME,INSPECT_DT,INSPECT_TM,NOTES,ACTIVE,COMMONNAME
3075519.99410000,1253733.95280000,60,35107.000000,AC 20141118100226,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,71,Gymnocladus dioicus,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Kentucky Coffeetree
3069794.54680000,1238160.22100000,61,84232.000000,AC 20150521093615,300, ,S 36TH ST,S 36TH ST,S BROADWAY,EASTMAN AV,N/A,261,Ulmus pumila,19.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Martin Park,Unassigned,N,Unassigned,Unassigned,2015-05-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Siberian Elm
3075904.91170000,1253834.34180000,62,35196.000000,AC 20141118150832,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,160,Populus deltoides,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Eastern Cottonwood
3079273.05880000,1248187.88120000,63,47793.000000,NR 20141222102510,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,855,Malus sylvestris,3.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-22 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Flowering Crabapple
3069992.01240000,1232819.60500000,64,42121.000000,JS 20141205130632,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,154,Prunus yedoensis,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Yoshino Flowering Cherry
3067513.12040000,1260388.36810000,65,37737.000000,JS 20141115102454,4001,X,28TH ST,28TH ST,JAY RD,WINDING TRAIL DR,N/A,91,Populus species,14.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Elks Park,Unassigned,N,Unassigned,Unassigned,2014-11-15 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3079039.31063269,1246981.31785464,66,80971.000000,DROID 20150514150563680434,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,1161,Gymnocladus dioicus,2.000000,Espresso,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2015-05-14 00:00:00, ,2015-07-10 00:00:00,11:30:46,Planted 2015,1.000000,Kentucky Coffeetree
3061631.13450000,1248458.62030000,67,59865.000000,NR 20150206133827,1777, ,BROADWAY,BROADWAY,CANYON BV,ARAPAHOE  AV,N/A,74,Chionanthus virginicus,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-06 00:00:00, ,2015-07-10 00:00:00,11:30:46,Chionanthus virginicus. multi-stemmed,1.000000,Fringe Tree
3078649.92020000,1246028.83000000,68,44405.000000,NR 20141212150056,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,305,Gleditsia triacanthos,15.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3061820.00050000,1248437.99960000,69,59847.000000,NR 20150206132108,1777, ,BROADWAY,BROADWAY,CANYON BV,ARAPAHOE  AV,N/A,56,Catalpa speciosa,7.000000, ,Excellent,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-06 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Western Catalpa
3060744.45280000,1245971.90390000,70,39225.000000,JS 20141125153004,1201, ,9TH ST,9TH ST,PLEASANT ST,COLLEGE AV,N/A,191,Fraxinus pennsylvanica,30.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,dead trunk tissue,Park,Turf,Park,Columbia Cemetery,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3078498.62000000,1246417.96170000,71,44397.000000,NR 20141212145350,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,297,Gleditsia triacanthos,16.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,utility pruned,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3070764.84330000,1233632.97670000,72,43604.000000,JS 20141209105809,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,841,Gleditsia triacanthos,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3061525.86490000,1248578.82420000,73,59795.000000,NR 20150206113743,1777, ,BROADWAY,BROADWAY,CANYON BV,ARAPAHOE  AV,N/A,3,Tilia americana,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-06 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,American Linden
3066274.56910000,1250908.19890000,74,38974.000000,JS 20141124130904,2490, ,SPRUCE ST,FOLSOM ST,SPRUCE ST,PEARL ST,Left,4,Acer rubrum,3.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,basal wound,Park,Turf,Park,Greenleaf Park,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Red Maple
3058518.90390000,1260329.92070000,75,38397.000000,JS 20141119131910,301,X,POPLAR AV,POPLAR AV,QUINCE CR,PROMINTORY CT,N/A,33,Celtis occidentalis,5.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Wonderland Lake Park,Unassigned,N,Unassigned,Unassigned,2014-11-19 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Northern Hackberry
3064789.11280000,1249548.88050000,76,36550.000000,CC 20141121105327,2035, ,CANYON BV,CANYON BV,22ND ST,19TH ST,N/A,67,Fraxinus pennsylvanica,20.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Emma Gomez Martinez Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3059794.00930000,1258305.13790000,77,45150.000000,CC 20141217095940,701,X,LINDEN PARK DR,LINDEN PARK DR,LINDEN AV,WONDERLAND HILL AV,N/A,86,Fraxinus pennsylvanica,11.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Maxwell Lake Park,Unassigned,N,Unassigned,Unassigned,2014-12-17 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3059576.94850000,1259265.57150000,78,38640.000000,JS 20141120131159,300,X,POPLAR AV,POPLAR AV,PROMINTORY CT,WONDERLAND HILL AV,N/A,126,Fraxinus pennsylvanica,9.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,deadwood,Park,Turf,Park,Wonderland Lake Park,Unassigned,N,Unassigned,Unassigned,2014-11-20 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3070578.18330000,1232759.38280000,79,43557.000000,JS 20141209093702,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,794,Pinus ponderosa,9.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-09 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Ponderosa Pine
3069613.29400000,1232779.99460000,80,42157.000000,JS 20141205143335,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,190,Crataegus crusgalli 'Inermis',4.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-05 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Thornless Cockspur Hawthorn
3060327.97320000,1247972.33590000,81,63907.000000,NR 20150218161953,1777,X,9TH ST,9TH ST,CANYON BV,ARAPAHOE  AV,N/A,158,Gleditsia triacanthos,9.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Civic Area - Kids Fishing Ponds,Unassigned,N,Unassigned,Unassigned,2015-02-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3075158.95690000,1253970.54240000,82,35623.000000,AC 20141121085821,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,583,Prunus virginiana,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Chokecherry
3061681.55780000,1249476.45280000,83,36745.000000,CC 20141124131904,1200,X,PEARL ST,PEARL ST,BROADWAY,13TH ST,N/A,4,Gleditsia triacanthos,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Tree Grate,Park,Pearl Street Mall,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3059966.99790000,1258239.25570000,84,45133.000000,CC 20141216142838,701,X,LINDEN PARK DR,LINDEN PARK DR,LINDEN AV,WONDERLAND HILL AV,N/A,73,Fraxinus pennsylvanica,12.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Maxwell Lake Park,Unassigned,N,Unassigned,Unassigned,2014-12-16 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3059160.01020000,1247904.34330000,85,61983.000000,NR 20150213130841,200,X,CANYON BV,CANYON BV,ARAPAHOE  AV,6TH ST,N/A,255,Populus species,29.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Civic Area - Boulder Creek Corridor,Unassigned,N,Unassigned,Unassigned,2015-02-13 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3070424.66130000,1234038.06270000,86,43632.000000,JS 20141209114528,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,869,Malus sylvestris,21.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-09 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Flowering Crabapple
3059681.99990000,1263108.78820000,87,37948.000000,JS 20141117161632,1001, ,CHERRY AV,CHERRY AV,7TH ST,10TH ST,Front,7,Catalpa speciosa,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-17 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Western Catalpa
3070706.88290000,1234314.97790000,88,43629.000000,JS 20141209112734,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,866,Fraxinus pennsylvanica,16.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-09 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Green Ash
3059385.04130000,1263824.10550000,89,38184.000000,JS 20141118142223,1001,X,CHERRY AV,7TH ST,8TH ST,CHERRY AV,Right,10,Catalpa speciosa,5.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Western Catalpa
3074463.20320000,1246421.39090000,90,40971.000000,CC 20141203121520,1280, ,EISENHOWER DR,EISENHOWER DR,PENNSYLVANIA AV,KELLOGG CR,N/A,8,Picea pungens,16.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Arapahoe Ridge Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Blue Spruce
3079090.87060000,1246288.13650000,91,48807.000000,SR 20150101120523,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,1179,Populus species,68.000000, ,Very Poor,Y,Safety Prune,Priority 3,Deciduous,No,N/A,storm damage,Park,Turf,Park,Flatirons Golf Course,Unassigned,Y,Unassigned,Unassigned,2015-01-01 00:00:00, ,2015-07-31 00:00:00,19:01:16,lightning struck; major trunk decay,1.000000,Native Cottonwood
3078999.89790000,1245907.41220000,92,48825.000000,SR 20150101122717,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,1196,Ulmus pumila,27.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,deadwood,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2015-01-01 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Siberian Elm
3080307.87150000,1251649.02020000,93,43975.000000,JS 20141211151102,6000,X,BUTTE MILL RD,BUTTE MILL RD,STAZIO DR,63RD ST,N/A,115,Fraxinus pennsylvanica,12.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Stazio Ballfields,Unassigned,N,Unassigned,Unassigned,2014-12-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3078663.56200000,1240085.32340000,94,40384.000000,AC 20141203154107,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,164,Pinus nigra,13.000000, ,Good,N,No Specific Maintenance Need,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Austrian Pine
3075224.00600000,1253674.09380000,95,35102.000000,AC 20141118094848,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,66,Acer tataricum,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-18 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Tatarian Maple
3060749.68700000,1248146.08630000,96,61651.000000,NR 20150211132117,1777, ,BROADWAY,BROADWAY,CANYON BV,ARAPAHOE  AV,N/A,318,Populus species,6.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,leaning - not corrected,Park,Natural Area,Park,Civic Area - Municipal Complex,Unassigned,N,Unassigned,Unassigned,2015-02-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3080049.93300000,1253559.19270000,97,43883.000000,JS 20141211130734,6000,X,BUTTE MILL RD,BUTTE MILL RD,STAZIO DR,63RD ST,N/A,27,Populus alba,11.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Stazio Ballfields,Unassigned,N,Unassigned,Unassigned,2014-12-11 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Poplar
3075004.94990000,1254798.03680000,98,35774.000000,AC 20141121130342,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,734,Quercus gambellii,1.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-21 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Gambel Oak
3059023.68260000,1249118.11220000,99,36971.000000,CC 20141125132143,510, ,MOUNTAIN VIEW RD,MOUNTAIN VIEW RD,5TH ST,SPRUCE ST,N/A,24,Crataegus species,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Campbell Robertson Park,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Hawthorn species
3077986.32960000,1245694.03710000,100,46826.000000,NR 20141216142604,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,569,Populus species,34.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-16 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3079319.17220000,1248231.92210000,101,47797.000000,NR 20141222102857,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,859,Ulmus pumila,14.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-22 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Siberian Elm
3062128.80480000,1263068.30550000,102,43057.000000,CC 20141212123913,4501, ,19TH ST,19TH ST,AVOCADO RD,VIOLET AV,N/A,83,Populus sargentii,16.000000, ,Very Poor,N,Remove,Priority 2,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Violet Park,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3077963.38710000,1240283.16970000,103,40474.000000,AC 20141204115607,5660, ,SIOUX DR,SIOUX DR,55TH ST,55TH ST,N/A,256,Fraxinus americana,8.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,East Boulder Community Park/Community Center,Unassigned,N,Unassigned,Unassigned,2014-12-04 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,White Ash
3069856.33910000,1239048.47010000,104,36185.000000,AC 20141125154909,300,X,S 36TH ST,S 36TH ST,S BROADWAY,EASTMAN AV,N/A,33,Prunus yedoensis,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Martin Park,Unassigned,N,Unassigned,Unassigned,2014-11-25 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Yoshino Flowering Cherry
3066944.89250000,1260215.15970000,105,37783.000000,JS 20141117103031,4001,X,28TH ST,28TH ST,JAY RD,WINDING TRAIL DR,N/A,137,Malus sylvestris,15.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Elks Park,Unassigned,N,Unassigned,Unassigned,2014-11-17 00:00:00, ,2015-07-10 00:00:00,11:30:46,DBH @ <4.5 ft,1.000000,Flowering Crabapple
3060836.15580000,1242554.76430000,106,41633.000000,JS 20141203123957,900, ,BASELINE RD,BASELINE RD,FLAGSTAFF RD,10TH ST,N/A,58,Fraxinus pennsylvanica,6.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Chautauqua Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3070253.43680000,1259860.18790000,107,39632.000000,NR 20141116145820,3850,X,CORRIENTE DR,CORRIENTE DR,CAMPO CT,SAVANNAH CT,N/A,12,Populus species,17.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Palo East Park,Unassigned,N,Unassigned,Unassigned,2014-11-16 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3057145.59020000,1247626.84200000,108,40674.000000,CC 20141202080544,101, ,ARAPAHOE  AV,ARAPAHOE  AV,6TH ST,CANYON BV,N/A,50,Acer saccharinum,37.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,other - see notes,Park,Turf,Park,Eben G Fine Park,Unassigned,N,Unassigned,Unassigned,2014-12-02 00:00:00, ,2015-07-10 00:00:00,11:30:46,lost main leader,1.000000,Silver Maple
3070391.88030000,1232319.03750000,109,43409.000000,JS 20141208144701,1500,X,GILLASPIE DR,GILLASPIE DR,GREENBRIAR BV,GRINNELL AV,N/A,647,Populus species,13.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Harlow Platts Park/South Boulder Rec Center,Unassigned,N,Unassigned,Unassigned,2014-12-08 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Native Cottonwood
3057191.37630000,1247790.29900000,110,40785.000000,CC 20141202122531,101, ,ARAPAHOE  AV,ARAPAHOE  AV,6TH ST,CANYON BV,N/A,161,Salix fragilis,23.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Eben G Fine Park,Unassigned,N,Unassigned,Unassigned,2014-12-02 00:00:00, ,2015-07-10 00:00:00,11:30:46,dbh est,1.000000,Crack Willow
3074966.30380000,1247007.81130000,111,41013.000000,CC 20141203132458,1280, ,EISENHOWER DR,EISENHOWER DR,PENNSYLVANIA AV,KELLOGG CR,N/A,51,Gleditsia triacanthos,15.000000, ,Good,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Park,Turf,Park,Arapahoe Ridge Park,Unassigned,N,Unassigned,Unassigned,2014-12-03 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
3074939.44430000,1254013.03830000,112,35325.000000,AC 20141119141809,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,289,Fraxinus pennsylvanica,11.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Natural Area,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-19 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3068874.71530000,1247919.86860000,113,39913.000000,AC 20141201132605,1505, ,30TH ST,30TH ST,ARAPAHOE  AV,SHADOW CREEK DR,N/A,2,Populus sargentii,36.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Turf,Park,Scott Carpenter Park,Unassigned,N,Unassigned,Unassigned,2014-12-01 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Plains Cottonwood
3059799.59550000,1258805.43670000,114,38668.000000,JS 20141120154435,300,X,POPLAR AV,POPLAR AV,PROMINTORY CT,WONDERLAND HILL AV,N/A,153,Fraxinus pennsylvanica,18.000000, ,Fair,N,Structure Prune,Priority 3,Deciduous,No,N/A,hangers,Park,Natural Area,Park,Wonderland Lake Park,Unassigned,N,Unassigned,Unassigned,2014-11-20 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Green Ash
3059840.43320000,1262996.48870000,115,37989.000000,JS 20141117164606,1001, ,CHERRY AV,CHERRY AV,7TH ST,10TH ST,N/A,35,Tilia americana,7.000000, ,Fair,N,Structure Prune,Routine,Deciduous,No,N/A,multiple attachments,Park,Parking Lot Island,Park,Foothills Community Park,Unassigned,N,Unassigned,Unassigned,2014-11-17 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,American Linden
3078609.86870000,1246900.15430000,116,42986.000000,NR 20141212101039,5710, ,ARAPAHOE AV,ARAPAHOE AV,55TH ST,OLD TALE RD,N/A,167,Pinus nigra,12.000000, ,Good,N,Structure Prune,Routine,Evergreen,No,N/A,N/A,Park,Turf,Park,Flatirons Golf Course,Unassigned,N,Unassigned,Unassigned,2014-12-12 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Austrian Pine
3074435.96250000,1254858.77260000,117,35804.000000,AC 20141124075211,5325, ,VALMONT RD,VALMONT RD,STERLING CR,AIRPORT RD,N/A,764,Gleditsia triacanthos,2.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Park,Shrub /Mulch bed,Park,Valmont City Park - Bike Park,Unassigned,N,Unassigned,Unassigned,2014-11-24 00:00:00, ,2015-07-10 00:00:00,11:30:46, ,1.000000,Common Honeylocust
